name,h_index,i10_index,works_count,cited_by_count,rush_works_5yr,two_year_mean_citedness,rush_dept,college,match_type,orcid,openalex_id,recent_author_works_5yr,senior_author_5yr,first_author_5yr,contributing_author_5yr,ambiguous_author_5yr,leadership_ratio_5yr,rush_affiliated_senior_5yr,external_contributor_5yr,corresponding_author_5yr,mean_fwci_5yr,top10_impact_works_5yr,top10_impact_share_5yr,dominant_topic_5yr,dominant_topic_works_5yr,openalex_awarded_works_5yr,nih_awarded_works_5yr,cross_dept_publications_5yr,rush_led_cross_dept_5yr,nih_project_years_5yr,nih_unique_projects_5yr,nih_active_projects,nih_r01_projects_5yr,nih_total_cost_5yr,nih_pi_match_type
Ji-Weon Park,8,8,27,134,2,0.0,Pathology,Rush Medical College,"matched(ns=4,rw=2)",,https://openalex.org/A5010515468,3,1,0,2,0,0.333,1,1,0,0.701,0,0.000,Bladder and Urothelial Cancer Treatments,1,0,0,0,0,0,0,0,0,0,none
Katayoun Rezai,8,8,11,571,1,0.0,Internal Medicine,Rush Medical College,"matched(ns=20,rw=1)",https://orcid.org/0000-0001-9887-9743,https://openalex.org/A5059283747,3,1,0,2,0,0.333,1,0,0,2.399,1,0.333,COVID-19 and Mental Health,1,1,0,0,0,0,0,0,0,0,none
Jonathan B. Rubenstein,8,8,37,523,0,0,Ophthalmology,Rush Medical College,api_search,,https://openalex.org/A5001097235,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Dino P. Rumoro,8,8,40,251,1,0.0,Emergency Medicine,Rush Medical College,"matched(ns=23,rw=1)",,https://openalex.org/A5052496579,2,1,0,1,0,0.500,0,0,0,0.142,0,0.000,Disaster Response and Management,1,0,0,2,1,0,0,0,0,0,none
Scott W. Schimpke,8,7,25,350,10,5.285714285714286,Surgery,Rush Medical College,"matched(ns=10,rw=10)",https://orcid.org/0000-0002-8028-9654,https://openalex.org/A5020113405,11,3,0,8,0,0.273,3,0,1,1.071,1,0.091,Bariatric Surgery and Outcomes,4,0,0,1,1,0,0,0,0,0,none
Thomas Shoemaker,8,7,28,250,5,0.6666666666666666,Neurological Sciences,Rush Medical College,"matched(ns=20,rw=5)",https://orcid.org/0000-0002-1085-6860,https://openalex.org/A5019515700,11,2,0,9,0,0.182,2,4,0,1.492,2,0.182,Multiple Sclerosis Research Studies,5,3,0,1,1,0,0,0,0,0,none
Stephanie M. Shors,8,8,20,454,1,0.0,Diagnostic Radiology & Nuclear Medicine,Rush Medical College,"matched(ns=23,rw=1)",,https://openalex.org/A5075696648,1,0,0,1,0,0.000,0,0,0,0.496,0,0.000,Prostate Cancer Diagnosis and Treatment,1,0,0,1,1,0,0,0,0,0,none
Giles W. Slocum,8,8,33,283,23,1.5625,Emergency Medicine,Rush Medical College,"matched(ns=23,rw=23)",https://orcid.org/0000-0002-9416-2435,https://openalex.org/A5078030937,23,3,0,20,0,0.130,3,0,1,2.032,5,0.217,Urinary Tract Infections Management,3,2,2,2,1,0,0,0,0,0,none
Tina Sundaram,8,7,12,305,10,0.0,Emergency Medicine,Rush Medical College,"matched(ns=20,rw=10)",https://orcid.org/0000-0003-1182-1421,https://openalex.org/A5069470790,10,4,0,6,0,0.400,4,0,0,3.373,4,0.400,Airway Management and Intubation Techniques,5,0,0,0,0,0,0,0,0,0,none
Mary Zonsius,8,6,36,206,2,2.7,College of Nursing,College of Nursing,"matched(ns=10,rw=2)",https://orcid.org/0000-0003-3038-9048,https://openalex.org/A5090087816,24,1,3,20,0,0.042,0,3,3,2.613,7,0.292,Health Sciences Research and Education,9,0,0,9,4,0,0,0,0,0,none
Andrew Berenz,7,7,15,200,3,0.0,Pediatrics,Rush Medical College,"matched(ns=20,rw=3)",,https://openalex.org/A5044149447,4,1,0,3,0,0.250,1,0,0,0.000,0,0.000,Neonatal Respiratory Health Research,1,0,0,1,1,0,0,0,0,0,none
Tibor Boco,7,6,11,191,0,0,Neurological Surgery,Rush Medical College,api_search,,https://openalex.org/A5056723426,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Brinda Bradaric,7,6,11,299,3,0.0,College of Health Sciences,College of Health Sciences,"matched(ns=10,rw=3)",https://orcid.org/0000-0002-3830-7927,https://openalex.org/A5068699810,5,0,3,2,0,0.000,0,0,3,0.863,1,0.200,Gut microbiota and health,1,2,2,3,3,0,0,0,0,0,none
Colleen M. Buhrfiend,7,5,15,150,5,7.5,Pediatrics,Rush Medical College,"matched(ns=10,rw=5)",,https://openalex.org/A5009580721,5,0,0,5,0,0.000,0,0,0,4.683,2,0.400,Genetics and Neurodevelopmental Disorders,5,0,0,0,0,0,0,0,0,0,none
Marco A. De La Cruz,7,5,21,186,2,3.25,Family & Preventive Medicine,Rush Medical College,"matched(ns=7,rw=2)",,https://openalex.org/A5102429015,14,0,1,13,0,0.000,0,11,0,2.255,3,0.214,Gut microbiota and health,4,2,2,4,2,0,0,0,0,0,none
Bryce Daniels,7,6,33,243,13,2.0,Family & Preventive Medicine,Rush Medical College,"matched(ns=10,rw=13)",https://orcid.org/0000-0002-9419-3776,https://openalex.org/A5079939319,25,1,12,12,0,0.040,0,2,11,0.862,3,0.120,Physical Activity and Health,10,2,2,5,4,0,0,0,0,0,none
Dayle V. Davenport,7,7,18,246,11,3.8,Emergency Medicine,Rush Medical College,"matched(ns=10,rw=11)",https://orcid.org/0000-0001-8094-7058,https://openalex.org/A5065719859,15,1,2,12,0,0.067,1,1,2,4.877,5,0.333,Diversity and Career in Medicine,10,0,0,1,1,0,0,0,0,0,none
Gordon H. Derman,7,5,13,217,1,0.0,Surgery,Rush Medical College,"matched(ns=23,rw=1)",,https://openalex.org/A5059055763,3,0,0,3,0,0.000,0,1,0,4.028,2,0.667,Healthcare Policy and Management,2,0,0,1,0,0,0,0,0,0,none
Chuka Nestor Emezue,7,6,38,366,5,1.7058823529411764,College of Nursing,College of Nursing,"matched(ns=10,rw=5)",https://orcid.org/0000-0001-9805-4151,https://openalex.org/A5063308531,34,0,14,14,6,0.000,0,4,20,1.783,8,0.235,Intimate Partner and Family Violence,8,6,4,1,0,0,0,0,0,0,none
Christopher Ferrigno,7,7,45,330,11,6.636363636363637,Anatomy & Cell Biology,Rush Medical College,"matched(ns=20,rw=11)",https://orcid.org/0000-0001-5173-6753,https://openalex.org/A5044644324,23,8,1,14,0,0.348,6,1,5,3.123,6,0.261,Diversity and Career in Medicine,3,0,0,9,9,0,0,0,0,0,none
Nicole M. Geissen,7,5,49,336,32,1.4,Cardiovascular & Thoracic Surgery,Rush Medical College,"matched(ns=10,rw=32)",https://orcid.org/0000-0001-7668-4486,https://openalex.org/A5063837072,37,6,0,31,0,0.162,5,3,0,1.143,4,0.108,Lung Cancer Diagnosis and Treatment,14,0,0,17,12,0,0,0,0,0,none
Celine Goetz,7,6,33,666,4,0.0,Internal Medicine,Rush Medical College,"matched(ns=20,rw=4)",https://orcid.org/0000-0001-7874-8930,https://openalex.org/A5091495940,4,1,0,3,0,0.250,1,0,0,0.292,0,0.000,Hemoglobinopathies and Related Disorders,2,1,0,2,2,0,0,0,0,0,none
Kelsey Gonring,7,7,8,549,0,0,Pediatrics,Rush Medical College,api_search,,https://openalex.org/A5039533998,1,0,0,1,0,0.000,0,1,0,1.485,0,0.000,Family and Disability Support Research,1,0,0,0,0,0,0,0,0,0,none
Paula Grabler,7,7,14,308,0,0,Diagnostic Radiology & Nuclear Medicine,Rush Medical College,api_search,,https://openalex.org/A5060047295,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Zachary Grelewicz,7,5,40,151,0,0,Radiation Oncology,Rush Medical College,api_search,,https://openalex.org/A5066701930,2,0,0,2,0,0.000,0,0,0,0.000,0,0.000,Advances in Oncology and Radiotherapy,1,0,0,1,1,0,0,0,0,0,none
Ryan Jacobson,7,6,20,126,6,1.6666666666666667,Neurological Sciences,Rush Medical College,"matched(ns=20,rw=6)",,https://openalex.org/A5024986879,7,5,1,1,0,0.714,5,0,2,0.389,0,0.000,Musculoskeletal pain and rehabilitation,1,0,0,0,0,0,0,0,0,0,none
Merdijana Kovacevic,7,7,15,151,10,0.0,Psychiatry & Behavioral Sciences,Rush Medical College,"matched(ns=20,rw=10)",https://orcid.org/0000-0001-8906-7698,https://openalex.org/A5018703955,13,0,6,7,0,0.000,0,2,5,1.638,1,0.077,Posttraumatic Stress Disorder Research,9,6,3,0,0,0,0,0,0,0,none
Mindy Li,7,7,20,397,9,1.8571428571428572,Pediatrics,Rush Medical College,"matched(ns=20,rw=9)",https://orcid.org/0000-0002-5957-7918,https://openalex.org/A5034923984,14,4,4,6,0,0.286,3,2,3,1.084,3,0.214,Genomics and Rare Diseases,2,2,2,1,1,0,0,0,0,0,none
Sungho Lim,7,7,29,304,9,0.6666666666666666,Cardiovascular & Thoracic Surgery,Rush Medical College,"matched(ns=20,rw=9)",https://orcid.org/0000-0002-0173-3535,https://openalex.org/A5068364953,14,4,7,3,0,0.286,3,1,9,0.445,0,0.000,Aortic aneurysm repair treatments,5,0,0,0,0,0,0,0,0,0,none
Gina S. Lowell,7,6,23,310,5,0.5,Pediatrics,Rush Medical College,"matched(ns=10,rw=5)",,https://openalex.org/A5035638185,11,1,4,6,0,0.091,1,1,4,0.676,1,0.091,Neuroscience of respiration and sleep,8,1,1,2,0,0,0,0,0,0,none
Karolina Marinescu,7,5,62,212,29,0.0,Internal Medicine,Rush Medical College,"matched(ns=20,rw=29)",,https://openalex.org/A5043705046,36,5,0,31,0,0.139,4,3,0,0.198,2,0.056,Mechanical Circulatory Support Devices,6,0,0,7,4,0,0,0,0,0,none
Brittany Mead,7,3,38,111,5,2.5483870967741935,Surgery,Rush Medical College,"matched(ns=10,rw=5)",,https://openalex.org/A5050505233,32,3,2,27,0,0.094,2,21,3,2.156,9,0.281,Hernia repair and management,17,0,0,0,0,0,0,0,0,0,none
Monica Mercon,7,6,10,183,2,0.0,Internal Medicine,Rush Medical College,"matched(ns=20,rw=2)",,https://openalex.org/A5023814593,2,1,0,1,0,0.500,1,0,0,1.188,0,0.000,COVID-19 and Mental Health,1,0,0,0,0,0,0,0,0,0,none
Joo Yeon Nam,7,6,14,634,3,3.0,Neurological Sciences,Rush Medical College,"matched(ns=23,rw=3)",,https://openalex.org/A5112877735,4,0,0,4,0,0.000,0,0,0,18.314,2,0.500,Glioma Diagnosis and Treatment,1,0,0,0,0,0,0,0,0,0,none
Oyedolamu K. Olaitan,7,6,51,334,24,0.9090909090909091,Surgery,Rush Medical College,"matched(ns=10,rw=24)",https://orcid.org/0000-0002-5911-135X,https://openalex.org/A5077145564,28,19,0,9,0,0.679,18,1,4,0.421,0,0.000,Renal Transplantation Outcomes and Treatments,9,1,0,4,4,0,0,0,0,0,none
Claudia B. Perez,7,4,49,186,11,1.0,Surgery,Rush Medical College,"matched(ns=23,rw=11)",https://orcid.org/0000-0002-5111-0707,https://openalex.org/A5068588046,18,2,0,16,0,0.111,2,5,0,0.634,1,0.056,Lymphatic System and Diseases,4,0,0,3,2,0,0,0,0,0,none
Veena Raiji,7,7,31,302,3,1.5,Ophthalmology,Rush Medical College,"matched(ns=20,rw=3)",,https://openalex.org/A5016276597,10,3,0,7,0,0.300,0,3,1,1.427,1,0.100,Ocular Diseases and Behçet’s Syndrome,5,1,0,1,0,0,0,0,0,0,none
Shobha L. Rao,7,7,63,272,3,0.75,Internal Medicine,Rush Medical College,"matched(ns=4,rw=3)",https://orcid.org/0000-0001-6565-2497,https://openalex.org/A5046402788,40,4,10,26,0,0.100,0,26,9,0.687,4,0.100,COVID-19 epidemiological studies,4,1,0,2,2,0,0,0,0,0,none
Samuel N. Saltzberg,7,5,11,536,2,1.0,Internal Medicine,Rush Medical College,"matched(ns=10,rw=2)",,https://openalex.org/A5113946170,2,0,0,2,0,0.000,0,0,0,0.348,0,0.000,COVID-19 Clinical Research Studies,1,0,0,2,2,0,0,0,0,0,none
Shaan Setia,7,5,41,157,5,1.0,Urology,Rush Medical College,"matched(ns=20,rw=5)",https://orcid.org/0000-0002-3798-5208,https://openalex.org/A5076449306,25,1,9,15,0,0.040,1,14,6,0.740,2,0.080,Prostate Cancer Diagnosis and Treatment,4,4,4,0,0,0,0,0,0,0,none
Nada Shaban,7,7,17,551,1,0.0,Internal Medicine,Rush Medical College,"matched(ns=20,rw=1)",,https://openalex.org/A5049963901,5,1,0,4,0,0.200,1,3,0,0.000,0,0.000,Healthcare Systems and Public Health,2,0,0,0,0,0,0,0,0,0,none
Nupur Shah,7,5,50,136,3,0.3333333333333333,Emergency Medicine,Rush Medical College,"matched(ns=20,rw=3)",,https://openalex.org/A5044876135,15,1,3,8,3,0.067,1,7,5,0.600,1,0.067,Sex work and related issues,2,1,0,2,0,0,0,0,0,0,none
Fabian Sierra-Morales,7,3,16,112,3,0.5,Neurological Sciences,Rush Medical College,"matched(ns=23,rw=3)",https://orcid.org/0000-0001-9673-644X,https://openalex.org/A5030744857,3,2,1,0,0,0.667,2,0,2,0.684,0,0.000,Multiple Sclerosis Research Studies,2,0,0,1,1,0,0,0,0,0,none
Jen'nea Sumo,7,5,19,182,4,2.5,College of Nursing,College of Nursing,"matched(ns=7,rw=4)",https://orcid.org/0000-0003-4257-585X,https://openalex.org/A5090127061,10,0,3,7,0,0.000,0,0,3,1.389,1,0.100,Family Dynamics and Relationships,3,2,2,1,1,0,0,0,0,0,none
Mosmi Surati,7,6,18,196,1,0.0,Internal Medicine,Rush Medical College,"matched(ns=20,rw=1)",,https://openalex.org/A5018056373,5,0,0,5,0,0.000,0,4,0,0.000,0,0.000,Cancer-related gene regulation,4,0,0,0,0,0,0,0,0,0,none
Thomas Westbrook,7,6,22,332,4,1.1666666666666667,Internal Medicine,Rush Medical College,"matched(ns=10,rw=4)",,https://openalex.org/A5003709488,14,1,4,9,0,0.071,1,7,4,1.603,4,0.286,Prostate Cancer Treatment and Research,8,3,1,0,0,0,0,0,0,0,none
Sarah Won,7,5,27,564,8,0.0,Internal Medicine,Rush Medical College,"matched(ns=20,rw=8)",https://orcid.org/0000-0002-0277-2632,https://openalex.org/A5103098347,9,2,0,7,0,0.222,2,1,0,1.677,1,0.111,Antibiotic Use and Resistance,3,0,0,2,1,0,0,0,0,0,none
Norman L. Wool,7,6,11,271,0,0,Surgery,Rush Medical College,api_search,,https://openalex.org/A5002576704,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Lisa Yeh,7,6,23,915,13,0.125,Psychiatry & Behavioral Sciences,Rush Medical College,"matched(ns=10,rw=13)",,https://openalex.org/A5081483931,15,0,2,3,10,0.000,0,1,13,0.122,0,0.000,Family and Disability Support Research,2,0,0,0,0,0,0,0,0,0,none
Renad Abu-Sawwa,6,5,9,212,0,0,Anatomy & Cell Biology,Rush Medical College,api_search,https://orcid.org/0000-0003-3671-1376,https://openalex.org/A5049874012,6,1,2,3,0,0.167,1,2,2,1.293,1,0.167,Epilepsy research and treatment,2,1,0,0,0,0,0,0,0,0,none
Sarah Adelstein,6,5,25,207,5,1.4285714285714286,Urology,Rush Medical College,"matched(ns=10,rw=5)",https://orcid.org/0000-0003-1784-0527,https://openalex.org/A5031112719,11,8,0,3,0,0.727,6,1,2,0.697,2,0.182,Pelvic floor disorders treatments,3,0,0,1,0,0,0,0,0,0,none
Indu Agarwal,6,5,38,282,3,2.8333333333333335,Pathology,Rush Medical College,"matched(ns=20,rw=3)",https://orcid.org/0000-0003-2822-6071,https://openalex.org/A5061578043,13,3,1,9,0,0.231,1,7,1,1.366,2,0.154,Breast Lesions and Carcinomas,5,0,0,0,0,0,0,0,0,0,none
Jay M. Behel,6,6,20,282,4,2.0,Psychiatry & Behavioral Sciences,Rush Medical College,"matched(ns=23,rw=4)",,https://openalex.org/A5019776691,5,2,2,1,0,0.400,2,0,2,5.180,2,0.400,Education Discipline and Inequality,2,0,0,1,1,0,0,0,0,0,none
Mallory Bejster,6,3,22,79,3,1.0,College of Nursing,College of Nursing,"matched(ns=20,rw=3)",https://orcid.org/0000-0002-6313-495X,https://openalex.org/A5082633130,21,6,5,10,0,0.286,5,2,5,0.883,1,0.048,Nursing education and management,5,0,0,1,1,0,0,0,0,0,none
Eric Bhaimia,6,4,23,117,10,2.0,Internal Medicine,Rush Medical College,"matched(ns=20,rw=10)",https://orcid.org/0000-0001-7661-2976,https://openalex.org/A5086920809,14,0,4,10,0,0.000,0,4,4,1.329,2,0.143,SARS-CoV-2 and COVID-19 Research,3,2,2,1,1,0,0,0,0,0,none
Roger A. Billhardt,6,4,11,96,0,0,Internal Medicine,Rush Medical College,api_search,,https://openalex.org/A5084886636,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Rakhee Bowker,6,5,15,197,9,1.7142857142857142,Pediatrics,Rush Medical College,"matched(ns=10,rw=9)",https://orcid.org/0000-0003-3745-1908,https://openalex.org/A5032108757,10,2,1,7,0,0.200,2,0,3,2.773,2,0.200,Fetal and Pediatric Neurological Disorders,3,2,1,6,6,0,0,0,0,0,none
Lloyd G. Brown,6,4,20,119,3,0.75,Surgery,Rush Medical College,"matched(ns=10,rw=3)",,https://openalex.org/A5111674904,7,0,0,7,0,0.000,0,4,0,0.496,0,0.000,Organ Donation and Transplantation,2,0,0,2,1,0,0,0,0,0,none
Michael D. Brown,6,5,49,236,3,2.0833333333333335,Internal Medicine,Rush Medical College,"matched(ns=10,rw=3)",https://orcid.org/0000-0002-6678-1407,https://openalex.org/A5101944707,26,7,8,11,0,0.269,3,11,8,0.834,4,0.154,Lung Cancer Diagnosis and Treatment,4,1,0,0,0,0,0,0,0,0,none
Bantu Samridhi Chhangani,6,6,9,200,1,0.0,Internal Medicine,Rush Medical College,"matched(ns=23,rw=1)",,https://openalex.org/A5084968354,1,0,0,1,0,0.000,0,0,0,1.636,0,0.000,Sleep and related disorders,1,0,0,1,0,0,0,0,0,0,none
Bezalel Dantz,6,6,26,282,2,0.0,Psychiatry & Behavioral Sciences,Rush Medical College,"matched(ns=20,rw=2)",,https://openalex.org/A5055812208,2,1,0,1,0,0.500,1,0,0,5.522,1,0.500,Treatment of Major Depression,1,0,0,0,0,0,0,0,0,0,none
Andem E. Ekpenyong,6,5,9,159,6,5.0,Internal Medicine,Rush Medical College,"matched(ns=10,rw=6)",https://orcid.org/0000-0003-0475-7791,https://openalex.org/A5076238285,6,0,4,2,0,0.000,0,0,4,2.083,3,0.500,Innovations in Medical Education,6,0,0,0,0,0,0,0,0,0,none
Bonnie Ewald,6,4,20,109,9,1.0,College of Health Sciences,College of Health Sciences,"matched(ns=20,rw=9)",https://orcid.org/0000-0003-2134-2205,https://openalex.org/A5040891888,10,4,3,3,0,0.400,4,0,2,1.067,1,0.100,Geriatric Care and Nursing Homes,2,0,0,1,1,0,0,0,0,0,none
Sharon D. Gates,6,4,28,202,2,0.0,College of Health Sciences,College of Health Sciences,"matched(ns=10,rw=2)",https://orcid.org/0000-0002-5186-3805,https://openalex.org/A5033622791,5,0,0,5,0,0.000,0,3,0,0.355,0,0.000,Nutritional Studies and Diet,1,3,2,1,0,0,0,0,0,0,none
Richard J. Grostern,6,6,20,151,1,0.0,Ophthalmology,Rush Medical College,"matched(ns=23,rw=1)",,https://openalex.org/A5015961707,3,1,0,2,0,0.333,0,0,0,0.000,0,0.000,Ocular Oncology and Treatments,2,0,0,1,0,0,0,0,0,0,none
Scott G. Hasler,6,3,19,270,1,0.0,Internal Medicine,Rush Medical College,"matched(ns=10,rw=1)",,https://openalex.org/A5054066268,1,0,0,1,0,0.000,0,0,0,1.220,0,0.000,Diversity and Career in Medicine,1,0,0,0,0,0,0,0,0,0,none
Keith C. Hood,6,6,21,188,10,7.6,Surgery,Rush Medical College,"matched(ns=10,rw=10)",,https://openalex.org/A5033422241,11,4,0,7,0,0.364,4,0,1,3.659,2,0.182,Breast Implant and Reconstruction,2,0,0,1,0,0,0,0,0,0,none
Carolyn H. Jones,6,4,10,159,0,0,Pediatrics,Rush Medical College,api_search,,https://openalex.org/A5103760867,2,1,0,1,0,0.500,1,0,0,0.564,0,0.000,BRCA gene mutations in cancer,1,1,1,1,1,0,0,0,0,0,none
Eias E. Jweied,6,6,13,317,1,0.0,Cardiovascular & Thoracic Surgery,Rush Medical College,"matched(ns=23,rw=1)",,https://openalex.org/A5024116930,2,0,0,2,0,0.000,0,1,1,1.316,0,0.000,Mechanical Circulatory Support Devices,1,0,0,1,1,0,0,0,0,0,none
Anatoli Karas,6,4,19,80,11,0.5,Otorhinolaryngology - Head & Neck Surgery,Rush Medical College,"matched(ns=10,rw=11)",,https://openalex.org/A5028640916,14,1,5,8,0,0.071,1,1,0,0.521,0,0.000,Tracheal and airway disorders,2,0,0,4,3,0,0,0,0,0,none
Sabrina Kendrick,6,6,8,373,0,0,Internal Medicine,Rush Medical College,api_search,,https://openalex.org/A5087054323,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Anil A. Kesavan,6,4,17,150,1,4.0,Pediatrics,Rush Medical College,"matched(ns=10,rw=1)",https://orcid.org/0000-0002-6010-9716,https://openalex.org/A5091334749,4,1,0,3,0,0.250,0,1,1,1.415,1,0.250,Tuberculosis Research and Epidemiology,1,1,1,2,2,0,0,0,0,0,none
Nicole D. King,6,4,10,180,1,2.6,Internal Medicine,Rush Medical College,"matched(ns=10,rw=1)",https://orcid.org/0009-0008-0470-2380,https://openalex.org/A5044846835,7,0,0,7,0,0.000,0,6,0,2.038,1,0.143,Bariatric Surgery and Outcomes,4,6,5,1,1,0,0,0,0,0,none
Alana Kirby,6,4,21,172,6,2.5,Neurological Sciences,Rush Medical College,"matched(ns=20,rw=6)",https://orcid.org/0000-0002-5148-6309,https://openalex.org/A5003388125,12,2,2,8,0,0.167,2,3,2,1.528,3,0.250,Genetic Neurodegenerative Diseases,3,2,1,0,0,1,1,0,0,434500,exact_first_last
Arooshi Kumar,6,6,25,452,2,38.0,Neurological Sciences,Rush Medical College,"matched(ns=20,rw=2)",https://orcid.org/0000-0003-3656-0280,https://openalex.org/A5101916303,7,1,3,3,0,0.143,1,2,3,1.331,1,0.143,Intracerebral and Subarachnoid Hemorrhage Research,3,1,1,0,0,0,0,0,0,0,none
Dirk Labuschagne,6,5,18,209,8,2.0,College of Health Sciences,College of Health Sciences,"matched(ns=20,rw=8)",https://orcid.org/0000-0002-1119-2584,https://openalex.org/A5045534730,13,1,6,6,0,0.077,0,2,6,1.809,3,0.231,"Religion, Spirituality, and Psychology",8,1,0,6,5,0,0,0,0,0,none
William T. Leslie,6,6,27,647,2,0.0,Internal Medicine,Rush Medical College,"matched(ns=23,rw=2)",,https://openalex.org/A5103442144,2,2,0,0,0,1.000,2,0,0,0.045,0,0.000,Cancer Immunotherapy and Biomarkers,2,0,0,0,0,0,0,0,0,0,none
Mariam Mafee,6,5,16,500,1,1.0,Dermatology,Rush Medical College,"matched(ns=20,rw=1)",https://orcid.org/0000-0002-1291-4841,https://openalex.org/A5063522470,8,3,2,3,0,0.375,1,1,2,0.491,0,0.000,Medicine and Dermatology Studies History,2,0,0,0,0,0,0,0,0,0,none
Rachel Medernach,6,4,29,294,6,0.6666666666666666,Internal Medicine,Rush Medical College,"matched(ns=10,rw=6)",https://orcid.org/0000-0001-8015-3581,https://openalex.org/A5044787829,18,0,1,17,0,0.000,0,11,2,1.662,1,0.056,Antibiotic Resistance in Bacteria,10,5,4,0,0,0,0,0,0,0,none
Mitul Modi,6,5,76,261,1,0.6,Dermatology,Rush Medical College,"matched(ns=20,rw=1)",https://orcid.org/0000-0002-8913-4886,https://openalex.org/A5051471152,24,5,5,14,0,0.208,0,13,6,0.334,0,0.000,Cutaneous Melanoma Detection and Management,4,0,0,1,0,0,0,0,0,0,none
Samantha Pritchard,6,3,8,80,2,0.0,College of Health Sciences,College of Health Sciences,"matched(ns=10,rw=2)",https://orcid.org/0000-0002-0914-5965,https://openalex.org/A5082212430,4,1,0,3,0,0.250,1,2,0,0.844,0,0.000,Ovarian function and disorders,1,3,3,0,0,0,0,0,0,0,none
Zac B. Ravage,6,4,13,112,0,0,Ophthalmology,Rush Medical College,api_search,,https://openalex.org/A5039505011,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Rehan M. Riaz,6,6,41,440,4,0.0,Diagnostic Radiology & Nuclear Medicine,Rush Medical College,"matched(ns=10,rw=4)",,https://openalex.org/A5108552768,11,1,1,9,0,0.091,0,5,1,0.020,0,0.000,Peripheral Artery Disease Management,2,0,0,1,0,0,0,0,0,0,none
Beverley Robin,6,4,22,460,8,0.6,Pediatrics,Rush Medical College,"matched(ns=20,rw=8)",https://orcid.org/0000-0001-8195-0080,https://openalex.org/A5084456333,12,6,3,3,0,0.500,3,0,3,1.086,2,0.167,Simulation-Based Education in Healthcare,3,0,0,1,1,0,0,0,0,0,none
Diane P. Ryan,6,5,30,139,1,0.0,Internal Medicine,Rush Medical College,"matched(ns=10,rw=1)",https://orcid.org/0000-0003-2102-8988,https://openalex.org/A5070354849,8,0,0,6,2,0.000,0,5,2,0.509,1,0.125,"Gender, Security, and Conflict",1,1,1,1,1,0,0,0,0,0,none
Meena Sadaps,6,5,31,212,1,0.0,Internal Medicine,Rush Medical College,"matched(ns=20,rw=1)",,https://openalex.org/A5031507854,7,0,4,3,0,0.000,0,2,4,0.040,0,0.000,Neuroendocrine Tumor Research Advances,3,0,0,0,0,0,0,0,0,0,none
Juan Schmukler,6,4,32,152,15,0.7857142857142857,Internal Medicine,Rush Medical College,"matched(ns=20,rw=15)",https://orcid.org/0000-0001-5708-5971,https://openalex.org/A5004141838,22,2,15,5,0,0.091,2,0,12,0.360,0,0.000,Fibromyalgia and Chronic Fatigue Syndrome Research,8,0,0,0,0,0,0,0,0,0,none
Ajay Sood,6,4,10,140,6,4.0,Neurological Sciences,Rush Medical College,"matched(ns=20,rw=6)",https://orcid.org/0000-0002-9153-6198,https://openalex.org/A5068394735,7,0,3,4,0,0.000,0,0,3,3.543,4,0.571,Dementia and Cognitive Impairment Research,3,5,5,6,5,0,0,0,0,0,none
Mary K. Sturaitis,6,6,11,516,0,0,Anesthesiology,Rush Medical College,api_search,,https://openalex.org/A5069352186,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
David M. Tabriz,6,4,36,92,0,0,Diagnostic Radiology & Nuclear Medicine,Rush Medical College,api_search,,https://openalex.org/A5086009292,7,0,2,5,0,0.000,0,0,2,1.933,2,0.286,Central Venous Catheters and Hemodialysis,2,0,0,1,0,0,0,0,0,0,none
Merih Tesfazghi,6,3,13,105,5,0.0,Pathology,Rush Medical College,"matched(ns=20,rw=5)",https://orcid.org/0000-0001-5081-9645,https://openalex.org/A5005381550,5,0,4,1,0,0.000,0,0,2,0.641,0,0.000,Renal function and acid-base balance,1,1,1,1,1,0,0,0,0,0,none
Shannon M. Theis,6,4,14,843,2,0.0,College of Health Sciences,College of Health Sciences,"matched(ns=23,rw=2)",,https://openalex.org/A5003666189,4,0,1,3,0,0.000,0,1,1,0.422,0,0.000,Voice and Speech Disorders,2,0,0,1,1,0,0,0,0,0,none
Clayton Thomason,6,4,8,106,2,0.0,College of Health Sciences,College of Health Sciences,"matched(ns=20,rw=2)",,https://openalex.org/A5033717597,2,2,0,0,0,1.000,2,0,0,0.556,0,0.000,Vaccine Coverage and Hesitancy,2,0,0,0,0,0,0,0,0,0,none
